Superheading,Heading,Sub-Heading,Resource Links,Actual URL,Info,,
,,,Lecture-2,https://youtu.be/nQenCpR-GS4,,,
,,,Lecture-3,https://youtu.be/8lL5FKQqw30,,,
,,,Lecture-4,,,,
,,,Lecture-5,,,,
,,,Lecture-6,https://youtu.be/AdsPR76Y2ic,,,
,,,Lecture-7,https://youtu.be/fwLYhsCZPV8,,,
,,,Lecture-8,,,,
,,,Lecture-9,https://youtu.be/LKcWecJQy-w,,,
,,,Lecture-10,https://youtu.be/-SjttKnErB4,,,
,,,Lecture-11,https://youtu.be/oFBBgq15OeI,,,
,,,Lecture-12,https://youtu.be/_pHqaYAzjM4,,,
,,,Lecture-13,https://youtu.be/8slWbT6WdUQ,,,
,,,Lecture-14,https://youtu.be/PzUjQj4CSjc,,,
,,,Lecture-15,https://youtu.be/M2rJ0Ed55D4,,,
,,,Lecture-16,https://youtu.be/580mU0oG2Hk,,,
,,,Webinar-1,https://youtu.be/jyG8BtrGq3g,,,
,,,,,,,
,8. FATML,,,,,,VIPIN PANICKER
,,"Books	",,,,,
,,,Info link-1,,,,
,,,Info link-2,,,,
,,,Info link-3,,,,
,,"Lectures PPT	",,,,,
,,,All Lectures file,https://tinyurl.com/28k5wl7n,,,
,,"Lecture Videos	",,,,,
,,,Lecture-1,https://youtu.be/alChNsh9CNI,,,
,,,Lecture-2,https://youtu.be/_MK1ASAvgpI,,,
,,,Lecture-3,https://youtu.be/2KdEK8DCSx0,,,
,,,Lecture-4,https://youtu.be/Mn9OLweGKOg,,,
,,,Lecture-5,https://youtu.be/fYEIQz8iKu0,,,
,,,Lecture-6,https://youtu.be/6fA1s9wLqjk,,,
,,,Lecture-7,https://youtu.be/D-bPBb8jvqE,,,
,,,Lecture-8,https://youtu.be/uuk0KXMrEeE,,,
,,,Lecture-9,https://youtu.be/sFwIbE-UDHg,,,
,,,Lecture-10,https://youtu.be/kEn9_Umhaqc,,,
,,,Lecture-11,https://youtu.be/Mx2yKvjda08,,,
,,,Lecture-12,https://youtu.be/EKZ1YpMiNAw,,,
,,,Lecture-13,https://youtu.be/H3cqGbThkug,,,
,,,Lecture-14,https://youtu.be/b4_XJS-HsOI,,,
,,,Lecture-15,https://youtu.be/UYNxrQXBYl4,,,
,,,Webinar-1,https://youtu.be/TcMNINpBmXw,,,
,,,Webinar-2,https://youtu.be/eIAbcaaFQq8,,,
,,,,,,,
,9. INFORMATION RETRIEVAL,,,,,,
,,"Books	",,,,,
,,,Synthesis Lectures on Human Language Technologies…pdf file,https://tinyurl.com/25enfbmq,,,
,,,Christopher D Manning_ Prabhakar Raghavan…pdf file,https://tinyurl.com/26pauds4,,,
,,,"Francesco Ricci, Lior Rokach, Bracha Shapira….. Pdf file",https://tinyurl.com/2a7kdu7t,,,
,,,"Ricardo Baeza-Yates, Berthier Ribeiro-Neto…pdf file",https://tinyurl.com/2barrqjs,,,
,,,,,,,
,,"Lectures PPT	",,,,,
,,,Combined lectured pdf file,https://tinyurl.com/28moggbj,,,
,,,,,,,
,,"Lecture Videos	",,,,,bits.gowtham
,,,Lecture-1,https://youtu.be/H5Vy-_LpBCI,,,
,,,Lecture-2,https://youtu.be/DdeV92mqaw8,,,
,,,Lecture-3,https://youtu.be/PITcVItLbBs,,,
,,,Lecture-4,https://youtu.be/uYxkJbataFM,,,
,,,Lecture-5,https://youtu.be/GBjuw62-e0E,,,
,,,Lecture-6,https://youtu.be/kiAQpnOaL0w,,,
,,,Lecture-7,https://youtu.be/60UT85ZehP4,,,
,,,Lecture-8,https://youtu.be/v61oNWllGcA,,,
,,,Lecture-9,https://youtu.be/cssiE2q2zC8,,,
,,,Lecture-10,https://youtu.be/etyHxnht2rs,,,
,,,Lecture-11,https://youtu.be/9hQVC98vc-8,,,
,,,Lecture-12,https://youtu.be/V_ZVgjFpXAI,,,
,,,Lecture-13,https://youtu.be/pAaRdzhTwAo,,,
,,,Lecture-14,https://youtu.be/jPl-YmREfx8,,,
,,,Lecture-15,https://youtu.be/ERx2P70wpgc,,,
,,,Webinar-1,https://youtu.be/PQbgpQ-bWCM,,,
,,,Webinar-2,https://youtu.be/ilzYhbN-5Z8,,,
,,,Webinar-3,https://youtu.be/TgqrVigEhxc,,,
,,,Webinar-4,https://youtu.be/qKI-eitJHzw,,,
,,,,,,,
,,,,,,,
,10. SOCIAL MEDIA ANALYTICS,,,,,,
,,"Books	",,,,,
,,,Exploring Social Media Ethics in Org,https://tinyurl.com/2yalnu4r,,,
,,,SentimentAnalysis-and-OpinionMining_Bing Liu,https://tinyurl.com/2yojgzjj,,,
,,,Social Media Mining_Zafarani Abbasi Liu_2014,https://tinyurl.com/2dxx3d2l,,,
,,"Lectures PPT	",,,,,
,,,All Sessions,https://tinyurl.com/2d828xsp,,,
,,,,,,,
,,"Lecture Videos	",,,,,
,,,Lecture-1,https://youtu.be/rCrn7-4Bgfs,,,
,,,Lecture-2,https://youtu.be/7R8-3oLUjVo,,,
,,,Lecture-3,https://youtu.be/rAhkrfrF0jc,,,
,,,Lecture-4,https://youtu.be/qutB3QBtOtY,,,
,,,Lecture-5,https://youtu.be/toGV4nj87dI,,,
,,,Lecture-6,https://youtu.be/YHMpAwJjyik,,,
,,,Lecture-7,https://youtu.be/btC6AyiAmhY,,,
,,,Lecture-8,https://youtu.be/4lWkFEAS-0Y,,,
,,,Lecture-9,https://youtu.be/8e2735_-sZI,,,
,,,Lecture-10,https://youtu.be/9n_5tZMhn5Q,,,
,,,Lecture-11,https://youtu.be/WFOoNo7hEdM,,,
,,,Lecture-12,https://youtu.be/nJDlVIJRXZ0,,,
,,,Lecture-13,https://youtu.be/c3qf3mq3ZpM,,,
,,,Lecture-14,https://youtu.be/g_Zn-OcEUi8,,,
,,,Lecture-15,https://youtu.be/7NIeLQzE5UQ,,,
,,,Lecture-16,https://youtu.be/P3JkJ5wNv5s,,,
,,,Webinar-1,https://youtu.be/3BM6fH-lqTY,,,
,,,Webinar-2,https://youtu.be/U2JFAyt5LD0,,,
,,,Webinar-3,https://youtu.be/Htr7374z56U,,,
,,,Webinar-4,https://youtu.be/bAsigJbeApI,,,
,,,,,,,
,,,,,,,
SEM3,1. VIDEO ANALYTICS (AIMLC ZG531),,,,,,
,,"Books	",,,,,
,,,Alan_C._Bovik_The_Essential_Guide,https://tinyurl.com/24wq4tba,,,
,,,image-processing-analysis-and-machine-vision,https://tinyurl.com/24fnucwx,,,
,,,DIP_raffle,https://tinyurl.com/2487bglh,,,
,,,Motion_Estimating_Optical_Flow…,https://tinyurl.com/29levnf3,,,
,,,"Bovik, Alan C. The essential guide to video p…",https://tinyurl.com/29levnf3,,,
,,,Video Analytics AIML Handout ..,https://tinyurl.com/22clg22t,,,
,,"Lectures PPT	",,,,,
,,,All Lectures,https://tinyurl.com/23lpsoey,,,
,,"Lecture Videos	",,,,,
,,,Lecture-1,https://youtu.be/-LM1gyA6NjE,,,
,,,Lecture-2,https://youtu.be/B3x4P3elcT0,,,
,,,Lecture-3,https://youtu.be/gtrPQ0Bigwc,,,
,,,Lecture-4,https://youtu.be/kROpckRoPBU,,,
,,,Lecture-5,https://youtu.be/vIwIsjBni1s,,,
,,,Lecture-6,https://youtu.be/JvMdfHAdxlk,,,
,,,Lecture-7,https://youtu.be/VT0pEirvzas,,,
,,,Lecture-8,https://youtu.be/rpjQa1scpMA,,,
,,,Lecture-9,https://youtu.be/MuUD3kOn_NA,,,
,,,Lecture-10,https://youtu.be/pDGfd47xpsw,,,
,,,Lecture-11,https://youtu.be/fsZ8HbTI9OA,,,
,,,Lecture-12,https://youtu.be/mlHE6BAvpuM,,,
,,,Lecture-13,https://youtu.be/PXK3G9CqSY0,,,
,,,Lecture-14,https://youtu.be/c1e9oPRvsW0,,,
,,,Lecture-15,https://youtu.be/hywVDvK6fqM,,,
,,,Lecture-16,https://youtu.be/5mVtoZv4TOA,,,
,,,Webinar-1,https://youtu.be/-xOwTI0X6As,,,
,,,Webinar-2,https://youtu.be/JH08DwcbsVs,,,
,"		",,,,,,
,2. GRAPH NEURAL NETWORKS (AIMLC ZG514),,,,,,
,,"Books	",,,,,
,,,Hamilton,https://tinyurl.com/2cnxba2q,,,
,,,"Graph Neural Networks_ Foundations, Frontiers, and Applica",https://tinyurl.com/2dqdvejw,,,
,,,,,,,
,,"Lectures PPT	",,,,,
,,,All Lectures,https://tinyurl.com/22tnofz5,,,
,,,,,,,
,,"Lecture Videos	",,,,,
,,,Lecture-1,https://youtu.be/b3ghixXk9Tw,,,
,,,Lecture-2,https://youtu.be/Tz0J_GF-Kw0,,,
,,,Lecture-3,https://youtu.be/X29WouSXifI,,,
,,,Lecture-4,https://youtu.be/NqA3hcARq1Q,,,
,,,Lecture-5,https://youtu.be/a20jRxDBh5M,,,
,,,Lecture-6,https://youtu.be/PxqCDK9GfCI,,,
,,,Lecture-7,https://youtu.be/2IxW-Il3elo,,,
,,,Lecture-8,https://youtu.be/q9N7EazjTHM,,,
,,,Lecture-9,https://youtu.be/n-c3dh2eIUk,,,
,,,Lecture-10,https://youtu.be/BNJTJkvto4c,,,
,,,Lecture-11,https://youtu.be/eOwJdoqCKCU,,,
,,,Lecture-12,https://youtu.be/Eb-e6aAbmCI,,,
,,,Lecture-13,https://youtu.be/9iED8Oo_qOY,,,
,,,Lecture-14,https://youtu.be/WKIXeOkHC2A,,,
,,,Lecture-15,https://youtu.be/sFH9pxDy7dU,,,
,,,Lecture-16,https://youtu.be/SvfrjMiLLQU,,,
,,,Webinar-1,https://youtu.be/qsKLz1FRwqU,,,
,,,Webinar-2,https://youtu.be/LKOR6IwMbO4,,,
,,,Webinar-3,https://youtu.be/R9PvugV_ZIA,,,
,,,,,,,
,3. ADVANCED DEEP LEARNING (AIMLC ZG513),,,,,,
,,"Books	",,,,,
,,,Deep-learning-adaptive-computation-and-machine-learning,https://tinyurl.com/25m3hh5f,,,
,,,,,,,
,,"Lectures PPT	",,,,,
,,,All Lectures,https://tinyurl.com/28ze3rgu,,,
,,,,,,,
,,"Lecture Videos	",,,,,
,,,Lecture-1,https://youtu.be/lLRExw9WZwg,,,
,,,Lecture-2,https://youtu.be/4t01NwAefIU,,,
,,,Lecture-3,https://youtu.be/fbYxBvZTknI,,,
,,,Lecture-4,https://youtu.be/9qmnZ2efMDc,,,
,,,Lecture-5,https://youtu.be/XPftPrijJqw,,,
,,,Lecture-6,https://youtu.be/gLaH5PopdEI,,,
,,,Lecture-7,https://youtu.be/GC4s8Av3APM,,,
,,,Lecture-8,https://youtu.be/bA7iPOVf6ms,,,
,,,Lecture-9,https://youtu.be/MlBbK_wrwAs,,,
,,,Lecture-10,https://youtu.be/Yon0KTXvBFk,,,
,,,Lecture-11,https://youtu.be/llpkQ4II32c,,,
,,,Lecture-12,https://youtu.be/vRcYxw3QJls,,,
,,,Lecture-13A,https://youtu.be/HN_M3SOZMK0,,,
,,,Lecture-13B,https://youtu.be/jAHR3u3Lfmw,,,
,,,Lecture-14,https://youtu.be/uVaf4i8qSos,,,
,,,Lecture-15,https://youtu.be/pT6D20sDu0M,,,
,,,Lecture-16,https://youtu.be/dejmIckGZSU,,,
,,,,,,,
,,,,,,,
,4. NLPA APPLICATIONS (AIMLC ZG519),,,,,,
,,"Books	",,,,,
,,,KnowledgeGraphBook,https://tinyurl.com/24bobcac,,,
,,,Machine Translation Jurafsky chapter,https://tinyurl.com/2arjuz48,,,
,,,Natural language processing Applications-Course Handout,https://tinyurl.com/2b4qqe9q,,,
,,,Neural Machine Translation-Philipp Koehn,https://tinyurl.com/264phrcp,,,
,,,NLP Applications Session 2- Appendix B spellcheck jurafsky boo content,https://tinyurl.com/28mp4f64,,,
,,,Relation etraction Jurafsky book capter 21,https://tinyurl.com/24t9rxjs,,,
,,,Speech and Language Processing- Jurafsky and Martin-3rd edition,https://tinyurl.com/2cn3fd4e,,,
,,,,,,,
,,"Lectures PPT	",,,,,
,,,All Lectures,https://tinyurl.com/22x5d8rt,,,
,,,,,,,
,,"Lecture Videos	",,,,,
,,,Lecture-1,https://youtu.be/KJMdRW8qpyI,,,
,,,Lecture-2,https://youtu.be/LsITriZ30W8,,,
,,,Lecture-3,https://youtu.be/WRBbMuDdkZE,,,
,,,Lecture-4,https://youtu.be/sprvMljbh7M,,,
,,,Lecture-5,https://youtu.be/KTEeMM9dLng,,,
,,,Lecture-6,https://youtu.be/8gR9a4xKBqM,,,
,,,Lecture-7,https://youtu.be/o16jmHMo3ZQ,,,
,,,Lecture-8,https://youtu.be/mTSl-zIHVR8,,,
,,,Lecture-9A,https://youtu.be/7_t-f6Y5pEM,,,
,,,Lecture-9B,https://youtu.be/G05phXO2vKU,,,
,,,Lecture-10,https://youtu.be/cCmVyo2EqPo,,,
,,,Lecture-11,https://youtu.be/OeKQDwLyuDg,,,
,,,Lecture-12,https://youtu.be/Mu3n2hxT2F8,,,
,,,Lecture-13,https://youtu.be/TdTR9zuIq-E,,,
,,,Lecture-14,https://youtu.be/9eS8wUVvWa0,,,
,,,Lecture-15,https://youtu.be/Bh2llAwzJig,,,
,,,Lecture-16,https://youtu.be/yDrtfwaRSVo,,,
,,,Webinar-1,https://youtu.be/mc3eA2z7Aic,,,
,,,Webinar-2,https://youtu.be/3HrUEnv3MW8,,,
,,,Webinar-3,https://youtu.be/WEB6Zi2A3mg,,,
,,,Webinar-4,https://youtu.be/YL48qPyT6NY,,,
,,,,,,,
,5. COMPUTER VISION,,,,,,
,,"Books	",,,,,Parthiban: 2022aa05025@wilp.bits-pilani.ac.in
,,,Brookner_Kalman,https://tinyurl.com/23dp5m88,,,Mathew
,,,"Digital Image Processing, 4th Ed, Rafael C. Gonzalez",https://tinyurl.com/29osc4fo,,,Sagar Bhai
,,,Digital.Image.Processing.3rd.Edition.www.EBooksWorld.ir,https://tinyurl.com/2awc8hjz,,,
,,,Faster RCNN,https://tinyurl.com/26ubza9w,,,
,,,hog,https://tinyurl.com/23n4ly4s,,,
,,,Kalman Filter Explained Simply - The Kalman Filter,https://tinyurl.com/2492px39,,,
,,,"Computer Vision A Modern Approach - Forsyth , Ponce",https://tinyurl.com/25ajjg5a,,,
,,,Yolo,https://tinyurl.com/2b6nhbks,,,
,,,,,,,
,,"Lectures PPT	",,,,,
,,,Computer Vision merged pdf file,https://tinyurl.com/2cy6n56v,,,
,,,,,,,
,,"Lecture Videos	",,,,,
,,,Lecture-1,https://youtu.be/CHm86N1OHKo,,,
,,,Lecture-2,https://youtu.be/PdoOt7Z45vU,,,
,,,Lecture-3,https://youtu.be/XwN9cmoTQdg,,,
,,,Lecture-4,https://youtu.be/yT35HeBNYQs,,,
,,,Lecture-4A,https://youtu.be/BbflngNybzA,,,
,,,Lecture-5,https://youtu.be/iTbKQg-xTRg,,,
,,,Lecture-5A,https://youtu.be/03JDiIrXJho,,,
,,,Lecture-6,https://youtu.be/0dfz-3NwxZs,,,
,,,Lecture-6A,https://youtu.be/q68wimSuGwQ,,,
,,,Lecture-7,https://youtu.be/hPjzHes52Wg,,,
,,,Lecture-8,https://youtu.be/JEYDsdvEFEk,,,
,,,Lecture-9,https://youtu.be/zi3p64v0tKs,,,
,,,Lecture-10,https://youtu.be/dzSqbkGo6x8,,,
,,,Lecture-11,https://youtu.be/9zfteOtEAWY,,,
,,,Lecture-12,https://youtu.be/hMZ9YUJlQgw,,,
,,,Lecture-13,https://youtu.be/GmvXHrnf3bQ,,,
,,,Lecture-14,https://youtu.be/4k__MsH4YDs,,,
,,,Lecture-15,https://youtu.be/abDgWV4g2Dk,,,
,,,Webinar-1,https://youtu.be/u4-EafKSqx0,,,
,,,Webinar-2,https://youtu.be/5xhqvj-9pW8,,,
,,,,,,,
,6. MLOPS (AIMLC ZG523),,,,,,
,,"Books	",,,,,
,,,MLOPS_designing-machine-learning-systems.pdf file,https://tinyurl.com/2cmuur2p,,,
,,,MLOPS_introducing-mlops file,https://tinyurl.com/28xgfrf3,,,
,,,,,,,
,,"Lectures PPT	",,,,,
,,,All Sessions file,https://tinyurl.com/2ay73fuz,,,
,,,Dinesh Bhai's file,https://tinyurl.com/22hhmeue,,,
,,,,,,,
,,"Lecture Videos	",,,,,
,,,Lecture-1,https://youtu.be/2jeQoGLV9aE,,,
,,,Lecture-2,https://youtu.be/wOuKj8X_CKw,,,
,,,Lecture-3,https://youtu.be/xa-Uzd4uJac,,,
,,,Lecture-4,https://youtu.be/M4P6R7bfZe4,,,
,,,Lecture-5,https://youtu.be/CyHp7ZNGdUo,,,
,,,Lecture-6,https://youtu.be/Ax5nALnC2xc,,,
,,,Lecture-7,https://youtu.be/yvfddQbtjbs,,,
,,,Lecture-8,https://youtu.be/_sxkOGWTfeQ,,,
,,,Lecture-9,https://youtu.be/jroeOlO4xCA,,,
,,,Lecture-10,https://youtu.be/znfWLN39E6k,,,
,,,Lecture-11,https://youtu.be/OG_RwJ9xDpw,,,
,,,Lecture-12,https://youtu.be/KAvnHkSFsaI,,,
,,,Lecture-13,https://youtu.be/bjIafrrUvF4,,,
,,,Lecture-14,https://youtu.be/WFzp6g-aWjU,,,
,,,Lecture-15,https://youtu.be/sttRmCbb9qY,,,
,,,Lecture-16,https://youtu.be/H6-GsK_5_AE,,,
,,,Webinar-1,https://youtu.be/7gWQOp8aOIg,,,
,,,Webinar-2,https://youtu.be/KAaaUJBHWtI,,,
,,,Webinar-3,https://youtu.be/luflUvO2oKY,,,
,,,Webinar-4,https://youtu.be/6i6AZOlJJH8,,,
